Motility,Gram staining,Aerophilicity,Extreme environment tolerance,Biofilm formation,Animal pathogenicity,Biosafety level,Health association,Host association,Plant pathogenicity,Spore formation,Hemolysis,Cell shape,Member of WA subset,sample
TRUE,gram stain positive,aerobic,NA,NA,NA,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,bacillus,TRUE,GCA_022701015.1_ASM2270101v1_genomic.fasta
TRUE,gram stain positive,aerobic,NA,NA,NA,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,bacillus,TRUE,GCF_001187725.1_ASM118772v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,tail,TRUE,GCA_021502835.1_ASM2150283v1_genomic.fasta
TRUE,gram stain negative,facultatively anaerobic,NA,TRUE,NA,biosafety level 1,NA,TRUE,TRUE,FALSE,NA,bacillus,TRUE,GCA_017161565.1_ASM1716156v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,TRUE,TRUE,FALSE,NA,bacillus,TRUE,GCA_000749845.1_ASM74984v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,NA,TRUE,FALSE,NA,bacillus,TRUE,GCA_011395035.1_ASM1139503v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,TRUE,NA,FALSE,NA,bacillus,TRUE,GCA_019844095.1_ASM1984409v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,TRUE,NA,FALSE,NA,bacillus,TRUE,GCA_020683125.1_ASM2068312v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCF_024347495.1_ASM2434749v1_genomic.fasta
TRUE,gram stain negative,NA,FALSE,NA,TRUE,biosafety level 1,NA,TRUE,TRUE,FALSE,NA,bacillus,TRUE,GCF_004028255.1_ASM402825v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,NA,FALSE,NA,bacillus,TRUE,GCF_002157165.1_ASM215716v1_genomic.fasta
TRUE,gram stain negative,facultatively anaerobic,FALSE,TRUE,FALSE,biosafety level 1,NA,TRUE,TRUE,FALSE,NA,bacillus,TRUE,GCA_013488025.1_ASM1348802v1_genomic.fasta
TRUE,gram stain negative,aerobic,NA,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCA_017167985.1_ASM1716798v1_genomic.fasta
TRUE,gram stain negative,facultatively anaerobic,FALSE,NA,FALSE,biosafety level 1,NA,TRUE,TRUE,FALSE,NA,bacillus,TRUE,GCF_030370035.1_ASM3037003v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCF_024397895.1_ASM2439789v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,TRUE,biosafety level 1,NA,NA,FALSE,FALSE,gamma,bacillus,TRUE,GCA_000764665.1_ASM76466v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,TRUE,biosafety level 1,NA,NA,FALSE,FALSE,gamma,bacillus,TRUE,GCA_000764655.1_ASM76465v1_genomic.fasta
FALSE,gram stain negative,aerobic,FALSE,TRUE,NA,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,NA,TRUE,GCF_004135755.1_ASM413575v1_genomic.fasta
FALSE,gram stain positive,aerobic,NA,NA,TRUE,biosafety level 2,NA,TRUE,FALSE,FALSE,NA,bacillus,TRUE,GCA_010731775.1_ASM1073177v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,TRUE,biosafety level 1,NA,TRUE,FALSE,NA,NA,spirillum,TRUE,GCF_030439705.1_ASM3043970v1_genomic.fasta
TRUE,gram stain positive,aerobic,FALSE,NA,NA,biosafety level 1,NA,NA,FALSE,TRUE,NA,bacillus,TRUE,GCF_008244765.1_ASM824476v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCF_003025455.1_ASM302545v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,NA,FALSE,TRUE,NA,bacillus,TRUE,GCF_009363095.1_ASM936309v1_genomic.fasta
FALSE,gram stain positive,aerobic,NA,NA,TRUE,biosafety level 1,NA,TRUE,FALSE,FALSE,NA,bacillus,TRUE,GCF_025821915.1_ASM2582191v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,TRUE,TRUE,FALSE,NA,bacillus,TRUE,GCA_900092025.1_LMG947_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,TRUE,TRUE,FALSE,NA,bacillus,TRUE,GCF_009883735.1_ASM988373v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,TRUE,TRUE,FALSE,NA,bacillus,TRUE,GCF_002285515.1_ASM228551v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,TRUE,TRUE,FALSE,NA,bacillus,TRUE,GCF_002940045.1_ASM294004v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,TRUE,TRUE,FALSE,NA,bacillus,TRUE,GCA_000772715.2_ASM77271v2_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,TRUE,TRUE,FALSE,NA,bacillus,TRUE,GCF_002939785.1_ASM293978v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,TRUE,TRUE,FALSE,NA,bacillus,TRUE,GCA_014236795.1_ASM1423679v1_genomic.fasta
FALSE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,NA,FALSE,FALSE,gamma,bacillus,TRUE,GCF_002879885.1_ASM287988v1_genomic.fasta
TRUE,gram stain negative,NA,TRUE,NA,FALSE,biosafety level 2,NA,TRUE,FALSE,FALSE,NA,bacillus,TRUE,GCA_011068345.1_ASM1106834v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,NA,TRUE,NA,tail,TRUE,GCF_009377185.1_ASM937718v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 2,NA,TRUE,TRUE,FALSE,NA,bacillus,TRUE,GCA_902164725.1_25426_7_251_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,TRUE,biosafety level 1,NA,TRUE,FALSE,FALSE,NA,bacillus,TRUE,GCF_002954715.1_ASM295471v1_genomic.fasta
FALSE,gram stain positive,aerobic,NA,NA,TRUE,biosafety level 2,NA,TRUE,FALSE,FALSE,NA,bacillus,TRUE,GCF_001291445.1_Mycobacterium_mucogenicum_genomic.fasta
TRUE,gram stain negative,aerobic,NA,NA,NA,biosafety level 1,NA,FALSE,FALSE,FALSE,gamma,bacillus,TRUE,GCF_001908615.1_ASM190861v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,FALSE,FALSE,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,NA,TRUE,GCA_014200295.1_ASM1420029v1_genomic.fasta
TRUE,gram stain negative,aerobic,NA,NA,TRUE,biosafety level 2,NA,TRUE,FALSE,FALSE,NA,spirillum,TRUE,GCA_900205715.1_56878_4_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,NA,TRUE,GCA_900111685.1_IMG-taxon_2675903060_annotated_assembly_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,NA,TRUE,GCA_900091465.1_IMG-taxon_2622736626_annotated_assembly_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,TRUE,biosafety level 1,NA,TRUE,FALSE,FALSE,beta,NA,TRUE,GCF_002902635.1_ASM290263v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCF_028747645.1_ASM2874764v1_genomic.fasta
TRUE,gram stain negative,aerobic,NA,NA,NA,biosafety level 1,NA,FALSE,FALSE,FALSE,gamma,bacillus,TRUE,GCF_003985135.1_ASM398513v1_genomic.fasta
TRUE,gram stain negative,aerobic,NA,NA,TRUE,biosafety level 1,NA,TRUE,NA,FALSE,NA,bacillus,TRUE,GCF_004150405.1_ASM415040v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,TRUE,biosafety level 1,NA,TRUE,NA,FALSE,NA,bacillus,TRUE,GCA_022637595.1_ASM2263759v1_genomic.fasta
FALSE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCA_900096765.1_PPGSP_Eae1_chr_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,TRUE,biosafety level 1,NA,TRUE,NA,FALSE,NA,bacillus,TRUE,GCA_012029655.1_ASM1202965v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,TRUE,biosafety level 2,NA,NA,NA,FALSE,NA,bacillus,TRUE,GCF_009648935.1_ASM964893v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,TRUE,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,coccus,TRUE,GCF_001885725.1_ASM188572v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,TRUE,biosafety level 1,NA,TRUE,FALSE,NA,NA,spirillum,TRUE,GCF_030439285.1_ASM3043928v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,TRUE,biosafety level 2,NA,TRUE,TRUE,FALSE,NA,bacillus,TRUE,GCA_032173255.1_ASM3217325v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,NA,biosafety level 1,NA,NA,FALSE,TRUE,NA,bacillus,TRUE,GCA_015751755.1_ASM1575175v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,NA,biosafety level 1,NA,NA,FALSE,TRUE,NA,bacillus,TRUE,GCA_000718255.1_ASM71825v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,tail,TRUE,GCF_036237135.1_ASM3623713v1_genomic.fasta
TRUE,gram stain negative,NA,NA,TRUE,TRUE,biosafety level 2,NA,TRUE,FALSE,FALSE,NA,bacillus,TRUE,GCF_002180235.1_ASM218023v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 2,NA,TRUE,FALSE,FALSE,NA,bacillus,TRUE,GCA_023100685.1_ASM2310068v1_genomic.fasta
FALSE,gram stain negative,aerobic,FALSE,NA,TRUE,biosafety level 2,NA,TRUE,FALSE,FALSE,NA,bacillus,TRUE,GCF_003204135.1_ASM320413v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCF_009932475.1_ASM993247v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,NA,gamma,bacillus,TRUE,GCF_009932435.1_ASM993243v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCA_000730385.1_ASM73038v1_genomic.fasta
FALSE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,NA,FALSE,FALSE,NA,bacillus,TRUE,GCF_007830065.1_ASM783006v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,NA,biosafety level 1,NA,NA,FALSE,FALSE,NA,bacillus,TRUE,GCA_014144865.1_ASM1414486v1_genomic.fasta
FALSE,gram stain negative,aerobic,NA,NA,TRUE,biosafety level 2,NA,NA,FALSE,FALSE,NA,bacillus,TRUE,GCA_017893525.1_ASM1789352v1_genomic.fasta
FALSE,gram stain positive,aerobic,NA,NA,TRUE,biosafety level 2,NA,TRUE,FALSE,FALSE,NA,bacillus,TRUE,GCF_025822475.1_ASM2582247v1_genomic.fasta
TRUE,gram stain negative,NA,FALSE,NA,NA,biosafety level 1,NA,TRUE,TRUE,FALSE,NA,bacillus,TRUE,GCA_019890955.1_ASM1989095v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,TRUE,biosafety level 1,NA,NA,FALSE,FALSE,gamma,bacillus,TRUE,GCA_000820005.1_PRJEB7033_genomic.fasta
FALSE,gram stain negative,aerobic,TRUE,NA,NA,biosafety level 1,NA,NA,FALSE,FALSE,NA,bacillus,TRUE,GCA_900110375.1_IMG-taxon_2619618873_annotated_assembly_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,NA,TRUE,GCA_014207795.1_ASM1420779v1_genomic.fasta
FALSE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,TRUE,FALSE,FALSE,gamma,bacillus,TRUE,GCA_902833485.1_ASM90283348v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,NA,FALSE,FALSE,gamma,bacillus,TRUE,GCA_900100735.1_IMG-taxon_2651870170_annotated_assembly_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,FALSE,gamma,bacillus,TRUE,GCF_001028665.1_ASM102866v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 2,NA,TRUE,TRUE,FALSE,gamma,bacillus,TRUE,GCA_020099355.1_ASM2009935v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,NA,biosafety level 1,NA,NA,FALSE,TRUE,NA,bacillus,TRUE,GCA_900659625.1_LMG29178_FinalContigs.fasta.gz_genomic.fasta
TRUE,gram stain positive,aerobic,NA,NA,TRUE,biosafety level 1,NA,NA,FALSE,FALSE,NA,bacillus,TRUE,GCA_015234745.1_ASM1523474v1_genomic.fasta
TRUE,gram stain negative,NA,FALSE,TRUE,TRUE,biosafety level 2,NA,TRUE,TRUE,FALSE,NA,bacillus,TRUE,GCA_013426135.1_ASM1342613v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,TRUE,biosafety level 2,NA,TRUE,NA,FALSE,NA,bacillus,TRUE,GCA_019047465.1_ASM1904746v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,TRUE,biosafety level 2,NA,TRUE,TRUE,FALSE,NA,bacillus,TRUE,GCF_009649915.1_ASM964991v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,FALSE,gamma,bacillus,TRUE,GCF_003515105.1_ASM351510v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCA_022558965.1_ASM2255896v1_genomic.fasta
TRUE,gram stain negative,NA,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCF_037094655.1_Shew_sp_01_v1_genomic.fasta
TRUE,gram stain negative,facultatively anaerobic,TRUE,NA,TRUE,biosafety level 2,NA,TRUE,FALSE,FALSE,NA,bacillus,TRUE,GCF_037059845.1_ASM3705984v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCF_001189235.2_ASM118923v2_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCF_003062295.1_ASM306229v1_genomic.fasta
FALSE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,NA,FALSE,FALSE,gamma,bacillus,TRUE,GCF_008807015.1_ASM880701v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCF_001839645.2_ASM183964v2_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,NA,biosafety level 1,NA,TRUE,FALSE,FALSE,gamma,coccus,TRUE,GCA_900187075.1_50432_F01_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,TRUE,biosafety level 2,NA,NA,FALSE,FALSE,gamma,bacillus,TRUE,GCA_000820145.1_PRJEB7040_genomic.fasta
TRUE,gram stain positive,aerobic,FALSE,NA,NA,biosafety level 1,NA,NA,FALSE,FALSE,gamma,bacillus,TRUE,GCF_004363965.1_ASM436396v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,TRUE,biosafety level 2,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCA_014169735.1_ASM1416973v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,NA,FALSE,FALSE,NA,NA,TRUE,GCA_014873875.1_ASM1487387v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,TRUE,biosafety level 1,NA,NA,FALSE,FALSE,gamma,bacillus,TRUE,GCA_000819865.1_PRJEB7029_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,TRUE,biosafety level 2,NA,NA,FALSE,FALSE,gamma,bacillus,TRUE,GCA_016127195.1_ASM1612719v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,TRUE,biosafety level 2,NA,TRUE,FALSE,FALSE,NA,bacillus,TRUE,GCA_900187135.1_51485_C02_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,TRUE,biosafety level 2,NA,NA,FALSE,FALSE,gamma,bacillus,TRUE,GCF_001447335.1_ASM144733v1_genomic.fasta
TRUE,gram stain negative,NA,FALSE,NA,FALSE,NA,NA,TRUE,FALSE,FALSE,gamma,bacillus,TRUE,GCF_008693705.1_ASM869370v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,NA,biosafety level 1,NA,NA,FALSE,TRUE,NA,bacillus,TRUE,GCA_014195505.1_ASM1419550v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,TRUE,biosafety level 2,NA,NA,FALSE,FALSE,gamma,bacillus,TRUE,GCA_016026615.1_ASM1602661v1_genomic.fasta
TRUE,gram stain negative,aerobic,NA,NA,NA,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCF_949787665.1_MIP2473_genome_genomic.fasta
FALSE,gram stain negative,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,NA,TRUE,GCF_029229465.1_ASM2922946v1_genomic.fasta
FALSE,gram stain negative,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,NA,TRUE,GCA_021555195.1_ASM2155519v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,tail,TRUE,GCF_002154505.1_ASM215450v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,tail,TRUE,GCA_014202475.1_ASM1420247v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,tail,TRUE,GCA_014654675.1_ASM1465467v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,tail,TRUE,GCA_000716805.1_ASM71680v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,NA,biosafety level 1,NA,NA,FALSE,TRUE,NA,tail,TRUE,GCA_014648635.1_ASM1464863v1_genomic.fasta
FALSE,gram stain positive,aerobic,NA,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,tail,TRUE,GCA_032121415.1_ASM3212141v1_genomic.fasta
TRUE,gram stain positive,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,bacillus,TRUE,GCA_023823835.1_ASM2382383v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,TRUE,FALSE,FALSE,NA,bacillus,TRUE,GCA_935825525.1_MES5069_Assembly_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,TRUE,FALSE,FALSE,NA,bacillus,TRUE,GCA_935822925.1_MES4922_Assembly_genomic.fasta
FALSE,gram stain positive,aerobic,NA,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,tail,TRUE,GCA_928722305.1_TUE2108_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,NA,TRUE,GCA_014649375.1_ASM1464937v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,tail,TRUE,GCA_010669165.1_ASM1066916v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,tail,TRUE,GCF_001294335.1_ASM129433v1_genomic.fasta
FALSE,gram stain positive,aerobic,NA,NA,TRUE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,tail,TRUE,GCA_033109485.1_ASM3310948v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,tail,TRUE,GCA_014649475.1_ASM1464947v1_genomic.fasta
TRUE,gram stain negative,NA,FALSE,NA,TRUE,biosafety level 1,NA,TRUE,FALSE,FALSE,NA,bacillus,TRUE,GCF_030060435.1_ASM3006043v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,NA,biosafety level 1,NA,NA,TRUE,TRUE,NA,tail,TRUE,GCA_014649335.1_ASM1464933v1_genomic.fasta
TRUE,gram stain negative,NA,FALSE,TRUE,TRUE,biosafety level 2,NA,TRUE,FALSE,FALSE,NA,bacillus,TRUE,GCF_001558495.2_ASM155849v2_genomic.fasta
FALSE,gram stain positive,aerobic,NA,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,FALSE,NA,bacillus,TRUE,GCA_013410665.1_ASM1341066v1_genomic.fasta
FALSE,gram stain positive,aerobic,NA,NA,TRUE,NA,NA,TRUE,FALSE,FALSE,NA,bacillus,TRUE,GCA_010727325.1_ASM1072732v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,tail,TRUE,GCF_009299385.1_ASM929938v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,tail,TRUE,GCF_002189675.2_ASM218967v2_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,tail,TRUE,GCF_002154575.1_ASM215457v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,tail,TRUE,GCF_006716135.1_ASM671613v1_genomic.fasta
FALSE,gram stain positive,aerobic,NA,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,tail,TRUE,GCA_014655855.1_ASM1465585v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,tail,TRUE,GCF_001513965.1_ASM151396v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,NA,biosafety level 1,NA,NA,FALSE,TRUE,NA,tail,TRUE,GCA_014203595.1_ASM1420359v1_genomic.fasta
FALSE,gram stain positive,aerobic,NA,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,tail,TRUE,GCA_014216315.1_ASM1421631v1_genomic.fasta
FALSE,gram stain positive,aerobic,NA,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,tail,TRUE,GCA_014648815.1_ASM1464881v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,tail,TRUE,GCF_030135485.1_ASM3013548v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,tail,TRUE,GCF_003595235.1_ASM359523v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,tail,TRUE,GCA_014649695.1_ASM1464969v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,tail,TRUE,GCA_014649715.1_ASM1464971v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,tail,TRUE,GCA_014649755.1_ASM1464975v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,tail,TRUE,GCA_014650055.1_ASM1465005v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,tail,TRUE,GCA_014649175.1_ASM1464917v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,tail,TRUE,GCF_036226805.1_ASM3622680v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,NA,TRUE,GCA_000739045.1_ASM73904v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,tail,TRUE,GCA_014649015.1_ASM1464901v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,NA,TRUE,NA,tail,TRUE,GCF_036345035.1_ASM3634503v1_genomic.fasta
TRUE,gram stain negative,aerobic,FALSE,NA,NA,biosafety level 1,NA,FALSE,NA,FALSE,NA,bacillus,TRUE,GCF_001544075.1_ASM154407v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,tail,TRUE,GCF_001514265.1_ASM151426v1_genomic.fasta
FALSE,gram stain positive,aerobic,NA,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,tail,TRUE,GCA_014649875.1_ASM1464987v1_genomic.fasta
FALSE,gram stain positive,aerobic,NA,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,tail,TRUE,GCA_014649035.1_ASM1464903v1_genomic.fasta
FALSE,gram stain positive,aerobic,NA,NA,FALSE,biosafety level 1,NA,FALSE,FALSE,TRUE,NA,tail,TRUE,GCF_026427415.1_ASM2642741v1_genomic.fasta
FALSE,gram stain positive,aerobic,FALSE,NA,NA,biosafety level 1,NA,NA,FALSE,TRUE,NA,tail,TRUE,GCA_014650255.1_ASM1465025v1_genomic.fasta
